Significant,-LOG10 p-value,l2fc,Protein IDs,Majority protein IDs,Protein names,Gene,4721,4945,4715,4718,4524,4722,4716,4717
,0.303038170541411,-0.286070823669434,NP_001302524;NP_999264,NP_001302524;NP_999264,insulin-like growth factor-binding protein 5 precursor;insulin-like growth factor-binding protein 5 precursor,IGFBP5,33.91830063,33.09876633,32.43807602,33.3428154,34.19542313,33.4376297,33.28430176,33.02488708
,0.907167920929684,-0.311515808105469,XP_020953711;XP_020953709;XP_013833282;NP_001302540;XP_020953714;XP_020953712;XP_013833281;XP_020953713;XP_020953710;XP_013833287,XP_020953711;XP_020953709;XP_013833282;NP_001302540;XP_020953714;XP_020953712;XP_013833281;XP_020953713;XP_020953710;XP_013833287,peptidyl-prolyl cis-trans isomerase FKBP5 isoform X1;peptidyl-prolyl cis-trans isomerase FKBP5 isoform X1;peptidyl-prolyl cis-trans isomerase FKBP5 isoform X1;peptidyl-prolyl cis-trans isomerase FKBP5;peptidyl-prolyl cis-trans isomerase FKBP5 isoform X2;pe,FKBP5,27.17102432,27.36811447,27.63187027,27.41924858,27.69577599,27.30408478,27.87014771,27.96631241
,1.28498448295844,0.161465167999268,NP_001302601;NP_999507;XP_020924209,NP_001302601;NP_999507;XP_020924209,serine/threonine-protein kinase OSR1;serine/threonine-protein kinase OSR1;serine/threonine-protein kinase OSR1 isoform X1,OXSR1,27.11555099,27.13035774,27.13271141,27.03012657,26.97880173,26.75964165,26.98163414,27.04280853
,0.990445347433311,-0.185994148254395,NP_001302639;XP_003126645,NP_001302639,tubulin alpha-1A chain,TUBA1A,28.76173592,28.96925354,28.98839569,29.11525345,29.01403618,29.26237297,29.24181747,29.06038857
+,3.34840149053217,1.58827209472656,XP_020941477;XP_013851234;NP_001302657,XP_020941477;XP_013851234;NP_001302657,mimecan isoform X1;mimecan isoform X1;mimecan precursor,OGN,29.29436684,29.34788132,29.4307766,29.88404846,28.07382965,27.77007866,28.30769348,27.45238304
+,1.82609757602656,-1.06462574005127,NP_001302671,NP_001302671,growth arrest-specific protein 6 precursor,GAS6,25.54468727,24.90150261,24.06148529,24.61347389,25.95522308,25.74834824,25.71970558,25.95637512
,1.49429117321183,0.215542793273926,NP_001302675;NP_999238;XP_020926620;XP_020926619;XP_020926618,NP_001302675,carbonyl reductase,LOC100622246,30.08815765,30.03078461,30.23386574,30.0886631,30.07380295,29.8965168,29.8298378,29.77914238
,0.991658306197198,-0.25883674621582,NP_001302677;XP_020949105,NP_001302677;XP_020949105,mitochondrial import receptor subunit TOM40 homolog;mitochondrial import receptor subunit TOM40 homolog isoform X1,TOMM40,26.83424568,26.86419678,26.37911415,26.73414993,26.74291039,26.99798012,27.0305481,27.07561493
,0.501457390321549,0.377822875976563,NP_001302689,NP_001302689,beta-catenin-like protein 1,CTNNBL1,25.43437576,25.26484871,25.71685791,25.38594246,25.52112198,24.10055542,25.46364212,25.20541382
,0.426634464900002,0.15315580368042,NP_001302693,NP_001302693,TATA-binding protein-associated factor 2N,TAF15,26.29951668,26.35612106,26.37017822,25.99808884,25.73213196,26.27604294,26.31870651,26.08440018
,0.515326116005901,0.129242897033691,XP_020941461;NP_001302705;XP_020941460,XP_020941461;NP_001302705;XP_020941460,ribokinase isoform X2;ribokinase;ribokinase isoform X1,RBKS,26.22223282,26.31910324,25.91360474,26.05593872,26.17539024,25.97775459,26.01814079,25.8226223
+,3.3248901532416,0.636858940124512,NP_001302707,NP_001302707,PDZ and LIM domain protein 1,PDLIM1,28.82932281,29.18747139,28.9635601,28.84571457,28.4022274,28.38331604,28.24004364,28.25304604
,1.31827132505215,0.101974010467529,XP_020921836;XP_020921835;XP_020921834;XP_020921833;XP_020921832;XP_020921831;NP_001302709;XP_020921830;XP_020921829;XP_020921828;XP_020921827;XP_020921826,XP_020921836;XP_020921835;XP_020921834;XP_020921833;XP_020921832;XP_020921831;NP_001302709;XP_020921830;XP_020921829;XP_020921828;XP_020921827;XP_020921826,RNA-binding protein Musashi homolog 2 isoform X11;RNA-binding protein Musashi homolog 2 isoform X10;RNA-binding protein Musashi homolog 2 isoform X9;RNA-binding protein Musashi homolog 2 isoform X8;RNA-binding protein Musashi homolog 2 isoform X7;RNA-bindi,MSI2,27.40657234,27.33875084,27.45277596,27.36101723,27.21761894,27.33764648,27.3482399,27.247715
,0.0617035044889587,-0.0200862884521484,NP_001302727,NP_001302727,protein LSM14 homolog A,LSM14A,25.90203094,26.091259,26.03942299,26.09732056,26.25652313,26.18635178,25.98021889,25.78728485
+,2.11253170758525,-0.303312301635742,NP_001302729,NP_001302729,toll-interacting protein,TOLLIP,29.17052269,29.08342171,29.40817261,29.25261688,29.57452202,29.43386269,29.53489876,29.58469963
,0.127826762701827,-0.0200843811035156,NP_001302733;XP_020949106,NP_001302733;XP_020949106,splicing factor U2AF 65 kDa subunit;splicing factor U2AF 65 kDa subunit isoform X1,U2AF2,28.36327553,28.41554642,28.22292328,28.20004082,28.38825226,28.32830238,28.2610054,28.30456352
,0.177951652986956,0.0869174003601074,NP_001302738,NP_001302738,"cytochrome P450, family 20, subfamily A, polypeptide 1",CYP20A1,26.54070282,26.74534988,26.38844109,26.40665436,25.95639801,26.46617508,26.5421505,26.76875496
+,2.5677483712351,0.79408597946167,XP_020953691;XP_020953690;NP_001304012,XP_020953691;XP_020953690;NP_001304012,CD2-associated protein isoform X2;CD2-associated protein isoform X1;CD2-associated protein,CD2AP,25.89467239,25.86502266,25.74039078,25.52357674,25.15050507,24.71593285,25.2471714,24.73370934
,1.00997860012809,0.849905967712402,XP_020923915;NP_001335454,XP_020923915;NP_001335454,cytochrome c oxidase copper chaperone isoform X1;cytochrome c oxidase copper chaperone,COX17,26.79116631,26.78206825,26.81090736,26.38707733,26.27710724,25.84379005,26.58677673,24.66392136
,0.881096529062518,-1.4039888381958,XP_020937608;NP_001335683;XP_020937607;XP_020937609,XP_020937608;NP_001335683;XP_020937607;XP_020937609,"lamina-associated polypeptide 2, isoforms beta/gamma isoform X3;thymopoietin;lamina-associated polypeptide 2, isoforms beta/gamma isoform X2;lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma isoform X4",TMPO,23.38034821,26.82941437,26.05934715,26.63020325,27.09506798,26.97836494,27.41328812,27.02854729
,1.58740460120097,-0.141290187835693,XP_005660759;NP_001335713,XP_005660759;NP_001335713,calpain-1 catalytic subunit isoform X1;calpain-1 catalytic subunit,CAPN1,28.9066143,28.86929512,28.91345024,28.90000534,29.05328369,29.16564369,28.95930862,28.97628975
,0.369089488709657,-0.219309329986572,NP_999560;NP_001335871;XP_020955327;XP_020955326;XP_020955325;CON__P34955;XP_020955324;XP_020955323,NP_999560;NP_001335871,alpha-1-antitrypsin precursor;alpha-1-antitrypsin precursor,SERPINA1,28.55420685,27.41538429,28.07050514,28.39079475,28.32962799,28.40458488,28.16920853,28.40470695
,0.107930089080502,-0.0397477149963379,NP_001335890;XP_020957898;XP_020957897;XP_020957896;XP_020957894;XP_020957893;NP_999413,NP_001335890;XP_020957898;XP_020957897;XP_020957896;XP_020957894;XP_020957893;NP_999413,corticosteroid 11-beta-dehydrogenase isozyme 1 isoform 2;corticosteroid 11-beta-dehydrogenase isozyme 1 isoform X1;corticosteroid 11-beta-dehydrogenase isozyme 1 isoform X1;corticosteroid 11-beta-dehydrogenase isozyme 1 isoform X1;corticosteroid 11-beta-de,HSD11B1,27.70602608,27.25556946,27.57780266,27.52282906,27.7514286,27.28788757,27.62002945,27.56187248
,0.948081431745736,0.942667961120605,NP_001335899;NP_001335898;NP_001335897;NP_999097;NP_001335900;XP_020921859,NP_001335899;NP_001335898;NP_001335897;NP_999097;NP_001335900;XP_020921859,galectin-9 isoform 4;galectin-9 isoform 3;galectin-9 isoform 2;galectin-9 isoform 1;galectin-9 isoform 5;galectin-9 isoform X1,LGALS9,25.66261673,24.92007065,25.90687752,25.88408852,24.80706024,25.80203247,23.64575577,24.34813309
,0.843882185457816,0.101555347442627,NP_001335901,NP_001335901,"trifunctional enzyme subunit beta, mitochondrial",HADHB,30.2866993,30.15436363,30.23580551,30.2748661,30.1777153,30.10349655,30.25484848,30.00945282
,1.5518089498992,-0.265234470367432,XP_005662598;NP_001362314;XP_020941217;XP_020941218;XP_005662601,XP_005662598;NP_001362314;XP_020941217;XP_020941218,reticulon-4 isoform X3;reticulon-4 isoform 1;reticulon-4 isoform X2;reticulon-4 isoform X4,RTN4,29.83133316,29.73164368,29.50481796,29.57591248,29.8144722,29.88689804,29.92832375,30.07495117
,1.57441774620573,-0.177648544311523,YP_004021578;YP_002600780;NP_008637;YP_009509157,YP_004021578;YP_002600780;NP_008637;YP_009509157,cytochrome c oxidase subunit II (mitochondrion);cytochrome c oxidase subunit II (mitochondrion);cytochrome c oxidase subunit II (mitochondrion);cytochrome c oxidase subunit II (mitochondrion),COX2,29.08362579,29.06604576,28.8806076,28.90861893,29.1530838,29.11493111,29.12969398,29.25178337
,0.297516760700421,0.43505859375,YP_002600781;NP_008638;YP_009509158;YP_004021579,YP_002600781;NP_008638;YP_009509158;YP_004021579,ATP synthase F0 subunit 8 (mitochondrion);ATP synthase F0 subunit 8 (mitochondrion);ATP synthase F0 subunit 8 (mitochondrion);ATP synthase F0 subunit 8 (mitochondrion),ATP8,24.91440582,26.5280571,26.96851158,26.92807007,24.92747116,25.71095276,26.34582329,26.61456299
,0.925192595462797,-0.103413581848145,NP_998928,NP_998928,ubiquitin carboxyl-terminal hydrolase isozyme L1,UCHL1,33.43787766,33.44393921,33.59545898,33.56921387,33.55670547,33.71875763,33.55213165,33.63254929
,0.908530745015007,1.06677436828613,NP_998929;XP_020919937,NP_998929,40S ribosomal protein S23,RPS23,26.65321541,26.94514275,26.72129822,26.93202019,27.14870262,25.15101433,24.46397591,26.22088623
,2.02135655548194,0.250080108642578,NP_998931,NP_998931,heat shock 70 kDa protein 1B,HSP70.2,32.59796906,32.62714386,32.68608093,32.4754715,32.44960785,32.28396988,32.24144363,32.41132355
,0.00771259050295763,-0.0173535346984863,NP_998935,NP_998935,interferon regulatory factor 3,IRF3,25.6936779,23.61394501,25.44278336,25.59670639,25.49862671,25.91120529,25.5940876,23.41260719
+,1.43126352305331,-0.728850841522217,NP_998952,NP_998952,alpha-1-antichymotrypsin 2 precursor,SERPINA3-2,28.60116196,28.27262115,28.13271141,28.23384285,29.70373535,28.89836311,28.4836235,29.07001877
,0.101116428734029,-0.0663332939147949,XP_013836385;NP_998954;XP_020921841;XP_020921840,XP_013836385;NP_998954;XP_020921841;XP_020921840,bifunctional coenzyme A synthase isoform X3;bifunctional coenzyme A synthase precursor;bifunctional coenzyme A synthase isoform X2;bifunctional coenzyme A synthase isoform X1,COASY,24.61840439,23.89219475,24.26613617,24.62572479,24.40008354,23.9526062,24.65058708,24.66451645
,0.40140638495395,-0.0986933708190918,NP_998955;XP_020957818,NP_998955;XP_020957818,m7GpppX diphosphatase;m7GpppX diphosphatase isoform X1,DCPS,26.24626541,26.52124214,26.26056671,26.48712349,26.42209053,26.69245529,26.31144905,26.48397636
,0.0875776395582471,-0.154297351837158,XP_020956092;XP_020956091;XP_020956090;XP_005666746;XP_005666744;XP_005666743;XP_005666741;XP_005666740;XP_005666739;NP_998957;XP_020956089,XP_020956092;XP_020956091;XP_020956090;XP_005666746;XP_005666744;XP_005666743;XP_005666741;XP_005666740;XP_005666739;NP_998957;XP_020956089,homeodomain-only protein isoform X2;homeodomain-only protein isoform X2;homeodomain-only protein isoform X2;homeodomain-only protein isoform X2;homeodomain-only protein isoform X2;homeodomain-only protein isoform X2;homeodomain-only protein isoform X2;home,HOPX,25.23702812,23.25176811,25.0197525,25.25925636,23.5904274,25.30284882,25.2793045,25.21241379
,0.0255470159767244,0.0396232604980469,XP_020919713;NP_998969;XP_020919717;XP_020919716;XP_020919715;XP_020919714,XP_020919713;NP_998969;XP_020919717;XP_020919716;XP_020919715;XP_020919714,probable ATP-dependent RNA helicase DDX58 isoform X1;probable ATP-dependent RNA helicase DDX58;probable ATP-dependent RNA helicase DDX58 isoform X2;probable ATP-dependent RNA helicase DDX58 isoform X2;probable ATP-dependent RNA helicase DDX58 isoform X2;pr,DDX58,25.0140152,24.68319321,24.54944801,24.70930481,26.15176392,23.98271942,23.90373802,24.75924683
,0.461012613625048,-0.231363296508789,NP_998993,NP_998993,IgG heavy chain precursor,LOC396781,32.99087906,32.40156555,32.9221344,32.56210709,33.31783676,33.07949066,32.47993469,32.92487717
,0.568439284756648,-0.183202743530273,XP_020957836;XP_005653711;XP_005653710;XP_005653709;XP_005653708;XP_005653707;NP_999018;XP_005653705,XP_020957836;XP_005653711;XP_005653710;XP_005653709;XP_005653708;XP_005653707;NP_999018;XP_005653705,folate receptor 2 isoform X1;folate receptor 2 isoform X1;folate receptor 2 isoform X1;folate receptor 2 isoform X1;folate receptor 2 isoform X1;folate receptor 2 isoform X1;folate receptor 2 precursor;folate receptor 2 isoform X2,FOLR2,27.61393166,27.4319725,27.28471565,27.677948,27.51705742,27.46808815,27.99544907,27.76078415
,0.870255355425491,-0.214967727661133,NP_999022,NP_999022,metalloproteinase inhibitor 1 precursor,TIMP1,29.00979996,28.99272346,29.31233215,29.20855331,29.41526413,29.30042458,29.56394577,29.10364532
+,1.32661459603594,-0.594023704528809,NP_999023;XP_020941493,NP_999023;XP_020941493,pro-opiomelanocortin precursor;pro-opiomelanocortin isoform X1,POMC,36.33278275,35.97005844,36.60097885,36.00792313,37.20140839,36.54438019,37.08044052,36.46160889
,0.943364500461875,0.173147201538086,NP_999030;XP_020927734;NP_001191322;XP_020941340,NP_999030;XP_020927734,sarcoplasmic/endoplasmic reticulum calcium ATPase 2;sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform X1,ATP2A2,29.1423378,28.98381042,28.80661201,28.99720001,28.92201233,28.90652847,28.75107765,28.65775299
+,4.79785904065784,-1.78949642181396,NP_999034,NP_999034,somatotropin precursor,GH1,37.30164337,37.19445419,36.95653534,37.3365593,38.6533432,39.04537201,39.07549667,39.172966
+,3.02018516017188,0.402563095092773,NP_999039,NP_999039,"malate dehydrogenase, cytoplasmic",MDH1,32.3983345,32.46818161,32.62042999,32.62106323,32.07383347,32.06194687,32.22193146,32.14004517
,0.483499876003213,-2.29984998703003,NP_999040,NP_999040,follitropin subunit beta precursor,FSHB,30.92973518,27.64602089,24.23217773,27.18829536,33.39023209,31.63226891,25.94946861,28.22365952
,0.00802851727599714,-0.0140504837036133,NP_999054,NP_999054,signal transducer and activator of transcription 2,STAT2,23.47789001,25.47747612,25.33844566,25.16142654,25.40862274,24.06067276,24.50398636,25.53815842
,1.56130248510829,0.200684547424316,NP_999061;XP_020924186,NP_999061;XP_020924186,aminoacylase-1;aminoacylase-1 isoform X1,ACY1,29.08982468,29.06925201,29.26970291,29.07752609,28.81924629,29.06082535,28.91871834,28.90477753
,0.13833935109759,0.0379962921142578,NP_999062,NP_999062,"long-chain specific acyl-CoA dehydrogenase, mitochondrial precursor",ACADL,26.37247086,26.62742233,26.45974922,26.34722519,26.62449837,26.22285843,26.38911438,26.41841125
+,1.60832587063644,2.84207153320313,NP_999063,NP_999063,"short-chain specific acyl-CoA dehydrogenase, mitochondrial precursor",ACADS,27.11941528,27.0519619,26.93415833,27.19507217,26.79921722,23.07313156,22.54001045,24.51996231
,0.245181605930416,0.0526700019836426,NP_999066,NP_999066,"propionyl-CoA carboxylase beta chain, mitochondrial precursor",PCCB,27.76818657,27.84403801,27.86643791,27.55545044,27.80624199,27.57398224,27.68090248,27.76230621
+,1.95228914874461,-0.87117338180542,NP_999068;CON__Q9TRI1,NP_999068,inter-alpha-trypsin inhibitor heavy chain H2 precursor,ITIH2,27.86425591,27.0527916,27.45497322,27.77987862,28.5314064,28.76461601,28.03962326,28.30094719
+,3.72810419677697,1.03979587554932,XP_020936328;NP_999069;XP_020936333,XP_020936328;NP_999069;XP_020936333,neutral alpha-glucosidase AB isoform X2;neutral alpha-glucosidase AB precursor;neutral alpha-glucosidase AB isoform X4,GANAB,29.5420208,29.72903633,29.26040077,29.52650833,28.51491547,28.66972923,28.26261902,28.45151901
,0.911790283529389,0.688522338867188,NP_999074;XP_020957861;XP_020957860;XP_020957859,NP_999074;XP_020957861;XP_020957860;XP_020957859,glutamine synthetase;glutamine synthetase isoform X1;glutamine synthetase isoform X1;glutamine synthetase isoform X1,GLUL,26.17270279,26.43684006,25.99375534,26.03992653,24.36322594,25.84189415,25.88378525,25.80023003
,1.72874281310774,0.210261344909668,NP_999076,NP_999076,membrane-associated progesterone receptor component 1,PGRMC1,29.79398918,29.7217865,29.67801476,29.84797096,29.70505333,29.46234512,29.49558449,29.53773308
,0.537156549642453,0.354695320129395,NP_999079;XP_013854872,NP_999079;XP_013854872,fatty-acid amide hydrolase 1;fatty-acid amide hydrolase 1 isoform X1,FAAH,24.09135628,24.69784546,24.83754539,25.31215858,24.57813454,23.90931511,24.69747543,24.33519936
,0.563672147071872,1.26543235778809,NP_999080,NP_999080,"ATP synthase subunit e, mitochondrial",ATP5ME,28.53860283,28.57585716,28.7060585,28.58945847,28.5521183,28.37596321,28.22177124,24.19839478
+,4.42968625131204,1.62521505355835,NP_999085,NP_999085,decorin precursor,DCN,29.74019432,29.94698334,30.23774338,30.08055305,28.42017174,28.23703766,28.6607132,28.18669128
,0.435036175686072,-0.384714126586914,NP_999086;XP_020943623,NP_999086,beta-hexosaminidase subunit beta precursor,HEXB,28.69195557,28.57841492,28.63820267,28.51735687,30.00423622,29.21965027,28.33522034,28.4056797
,2.64346248991042,0.171981811523438,NP_999088,NP_999088,acylamino-acid-releasing enzyme,APEH,28.70206642,28.7371521,28.74136925,28.67818451,28.56398201,28.60332108,28.45943642,28.54410553
,1.12532992002328,-0.656740665435791,NP_999089;CON__Q0VCM5,NP_999089,inter-alpha-trypsin inhibitor heavy chain H1 precursor,ITIH1,28.5379734,27.58046532,27.77605438,28.20373154,28.72673225,29.18236351,28.12450218,28.69158936
,1.13051265859778,-0.652697563171387,NP_999091,NP_999091,prolactin precursor,PRL,34.65416336,33.93517303,34.35402679,34.6011734,34.34856415,35.51738358,35.29471207,34.99466705
,2.58493365013783,-0.248822212219238,NP_999092,NP_999092,"aspartate aminotransferase, cytoplasmic",GOT1,30.61631775,30.43886757,30.58208084,30.6235733,30.78214645,30.89048386,30.80416679,30.77933121
,1.0816705271841,0.326475620269775,NP_999093,NP_999093,"aspartate aminotransferase, mitochondrial precursor",GOT2,32.51105118,32.15049362,32.58716583,32.31270599,32.02696609,32.24634933,31.7324276,32.24977112
,0.187625499393326,-0.383899211883545,NP_999095;XP_003131242;XP_020955659,NP_999095;XP_003131242;XP_020955659,histone H3.3;histone H3.3;histone H3.3-like,H3-3A,27.03674316,29.27288628,28.16326904,26.82043266,28.44154167,26.54517365,28.77193642,29.07027626
,0.231191894412829,0.164419651031494,XP_013836740;NP_999096,XP_013836740;NP_999096,arachidonate 15-lipoxygenase isoform X1;arachidonate 15-lipoxygenase,ALOX15,28.36828041,28.31807709,29.09572029,29.12669563,28.93663216,28.77058411,28.41868591,28.12519264
,0.581256748804005,-0.216403484344482,NP_999098,NP_999098,arylsulfatase A precursor,ARSA,27.81323242,27.6292305,27.42997932,27.645401,28.04317474,28.18129921,27.57650566,27.58247757
,1.90870287716407,0.210612297058105,XP_005671131;NP_999099;XP_005671130;XP_020927737,XP_005671131;NP_999099;XP_005671130;XP_020927737,vinculin isoform X3;vinculin;vinculin isoform X2;vinculin isoform X1,VCL,30.3936615,30.27874756,30.36942482,30.3348999,30.19331169,30.25507355,30.02775574,30.05814362
,0.64338261698101,1.15173721313477,XP_020952596;NP_999102,XP_020952596;NP_999102,ubiquitin-like protein FUBI;ubiquitin-like protein FUBI,FAU,23.78552246,27.0504055,26.45970154,26.35324669,24.15293121,25.67957306,25.38814545,23.82127762
+,1.63349487968989,0.463908195495605,NP_999103,NP_999103,"succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial precursor",OXCT1,29.23116493,29.40855789,29.23274422,29.05969238,28.42810249,28.688591,29.04978371,28.91004944
,0.63099554000371,0.263667583465576,NP_999105,NP_999105,40S ribosomal protein S18,RPS18,29.61985397,29.86686707,29.43606949,29.45982742,29.02949524,29.09783173,29.416008,29.78461266
,0.0321120378145342,0.0510382652282715,NP_999107,NP_999107,apolipoprotein R precursor,C4BPA,24.65219688,23.60772324,25.48731804,23.74970245,24.15398598,24.59286118,25.04536629,23.50057411
,1.72751691129708,0.249405384063721,NP_999108,NP_999108,pyridoxal kinase,PDXK,29.3174305,29.34663391,29.62202072,29.45163727,29.20303154,29.11835098,29.28113747,29.13758087
,0.728818980426898,1.41646957397461,NP_999109,NP_999109,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,DAD1,27.46894264,27.15044594,26.94067001,27.24190903,24.12996674,24.16777992,27.40884209,27.42950058
,1.08121955626816,-0.661060810089111,NP_999112,NP_999112,WAP four-disulfide core domain protein 2 precursor,WFDC2,28.4388485,28.1935215,28.78069305,28.67767906,29.55263138,29.22898865,29.60293198,28.35043335
,0.70389623793837,-0.296463966369629,NP_999118;XP_020957866,NP_999118;XP_020957866,hemopexin precursor;hemopexin isoform X1,HPX,31.4744072,31.2378006,31.14619064,31.13797188,31.86945724,31.81046295,31.05031586,31.45199013
,1.35678495673205,0.130909442901611,NP_999119,NP_999119,"aconitate hydratase, mitochondrial precursor",ACO2,32.03144073,32.05426788,31.95650101,31.87898636,31.93659592,31.85764122,31.78316116,31.82015991
,1.24287803916577,-0.217726230621338,NP_999120;XP_020949160;XP_020949159,NP_999120;XP_020949160;XP_020949159,N-acetylgalactosamine-6-sulfatase precursor;N-acetylgalactosamine-6-sulfatase isoform X1;N-acetylgalactosamine-6-sulfatase isoform X1,GALNS,27.86313438,27.83839989,27.83719635,27.81866646,27.90644264,28.25804329,28.16935158,27.89446449
,0.281921172437764,-0.0584816932678223,XP_020936424;XP_005653007;XP_005653006;XP_005653005;NP_999125,XP_020936424;XP_005653007;XP_005653006;XP_005653005;NP_999125,voltage-dependent anion-selective channel protein 1 isoform X1;voltage-dependent anion-selective channel protein 1 isoform X1;voltage-dependent anion-selective channel protein 1 isoform X1;voltage-dependent anion-selective channel protein 1 isoform X1;volt,VDAC1,31.69880104,31.69241333,31.51789284,31.6009407,31.62636185,31.51836205,31.73056602,31.86868477
,0.385542722848244,0.0819172859191895,XP_013845204;XP_013845203;XP_005656885;XP_005656884;NP_999126,XP_013845204;XP_013845203;XP_005656885;XP_005656884;NP_999126,optineurin isoform X4;optineurin isoform X3;optineurin isoform X2;optineurin isoform X1;optineurin,OPTN,28.0626545,27.79451561,27.71489334,27.89983177,27.66817284,27.93061066,27.7894249,27.75601768
,1.48232641392044,0.0680952072143555,NP_999127,NP_999127,"trifunctional enzyme subunit alpha, mitochondrial",HADHA,30.85482216,30.85890198,30.84767151,30.80301094,30.77486229,30.72313881,30.82593155,30.76809311
,0.150846160391537,-0.0441336631774902,NP_999133,NP_999133,integrin beta-1 precursor,ITGB1,28.34384155,28.11778259,27.92575264,27.95908737,28.13985252,28.06978989,28.28982353,28.02353287
,0.192377748669914,-0.0650148391723633,XP_020927747;XP_020927746;XP_020927745;XP_020927744;XP_020927743;XP_020927741;XP_020927740;NP_999136;XP_020927739;CON__P17697;XP_020937415,XP_020927747;XP_020927746;XP_020927745;XP_020927744;XP_020927743;XP_020927741;XP_020927740;NP_999136;XP_020927739,clusterin isoform X2;clusterin isoform X2;clusterin isoform X2;clusterin isoform X2;clusterin isoform X2;clusterin isoform X2;clusterin isoform X2;clusterin precursor;clusterin isoform X1,CLU,33.58776855,33.39112854,33.46878815,33.1208992,33.58497238,33.45855713,33.57913971,33.20597458
,0.873196285924394,-0.0888338088989258,NP_999138,NP_999138,heat shock protein HSP 90-alpha,HSP90AA1,33.80096817,33.84539413,33.86719513,33.89798355,33.91643143,33.90696716,33.86470413,34.0787735
,0.793959483426815,2.53979158401489,XP_020952021;NP_999143,XP_020952021;NP_999143,beta-2-microglobulin;beta-2-microglobulin precursor,B2M,29.06886673,25.09348488,28.60233116,28.76774597,23.90152359,29.18737602,24.08373451,24.20062828
,0.979813343383859,0.186870098114014,NP_999144;NP_001161104,NP_999144,"fructose-1,6-bisphosphatase 1",FBP1,27.88087082,27.88698578,28.17073822,27.94620323,27.99248123,27.74143219,27.71574593,27.68765831
,0.333049994028276,0.0433063507080078,NP_999148;XP_013836293;XP_005668738;XP_020921869;XP_020921870;XP_020921868;XP_020921867,NP_999148;XP_013836293;XP_005668738;XP_020921869;XP_020921870;XP_020921868;XP_020921867,26S proteasome regulatory subunit 8;26S protease regulatory subunit 8 isoform X5;26S protease regulatory subunit 8 isoform X4;26S protease regulatory subunit 8 isoform X2;26S protease regulatory subunit 8 isoform X3;26S protease regulatory subunit 8 isofor,PSMC5,29.35403252,29.5599041,29.60447121,29.51953316,29.43950272,29.47088242,29.48368073,29.47064972
,0.429043322899738,0.151382446289063,NP_999152,NP_999152,60S ribosomal protein L22,RPL22,29.38683319,29.75838661,29.31222534,29.3677597,29.24834824,29.05584526,29.28539848,29.63008308
+,2.63827059289779,0.261955261230469,NP_999159,NP_999159,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial precursor",DLAT,29.10149384,29.08509445,29.1643486,29.04071999,28.91027832,28.83294868,28.71040154,28.89020729
+,1.14259740258334,-2.54006862640381,NP_999165;XP_005664416,NP_999165;XP_005664416,haptoglobin precursor;haptoglobin isoform X1,HP,31.19665527,30.06535339,27.80057716,28.91010666,31.89001274,33.32683563,29.52230453,33.39381409
,0.431587510182527,1.28099679946899,NP_999168,NP_999168,insulin-like growth factor-binding protein 2 precursor,IGFBP2,28.18989944,29.67825127,28.37388992,30.14637375,24.54291916,27.44616508,29.0377121,30.23763084
,0.955910559854671,0.183801651000977,NP_999170,NP_999170,osteoclast-stimulating factor 1,OSTF1,27.81194878,27.92739296,27.90132904,28.00496101,27.96565247,27.61491394,27.76420593,27.56565285
,0.610435371155676,0.185385704040527,NP_999171,NP_999171,CD9 antigen,CD9,27.38590813,27.39901161,27.36202049,26.95958519,27.34443474,27.04759979,26.87255669,27.10039139
,1.85962845950023,0.202287197113037,NP_999184,NP_999184,dehydrogenase/reductase SDR family member 4,DHRS4,27.26704788,27.43730164,27.29430199,27.25096893,27.09667587,27.20461845,27.13025856,27.00891876
+,1.95207850736337,2.76857042312622,XP_020956123;XP_005667061;NP_999188;XP_005667062,XP_020956123;XP_005667061;NP_999188;XP_005667062,osteopontin isoform X1;osteopontin isoform X1;osteopontin precursor;osteopontin isoform X2,SPP1,27.78743362,28.2365818,28.71476364,28.86906052,26.96939087,24.26271057,24.49878311,26.80267334
,2.59930745444684,0.174405097961426,NP_999189,NP_999189,serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,30.79281044,30.85586166,30.9271946,30.85415268,30.67690659,30.6838665,30.73892403,30.63270187
,0.667745853517553,-0.0807838439941406,XP_020921872;XP_005656989;NP_999191;XP_020941597;XP_020941596;XP_020941594;XP_020941593;XP_020941592;XP_020941591,XP_020921872;XP_005656989;NP_999191,cAMP-dependent protein kinase type I-alpha regulatory subunit isoform X1;cAMP-dependent protein kinase type I-alpha regulatory subunit isoform X1;cAMP-dependent protein kinase type I-alpha regulatory subunit,PRKAR1A,27.69703674,27.58247757,27.72604942,27.76135445,27.7460556,27.88983154,27.77266121,27.6815052
+,1.17114286548989,-0.81992244720459,NP_999203,NP_999203,neuroendocrine convertase 1 precursor,PCSK1,28.07907867,27.99474716,28.074543,27.55186081,29.57814598,28.5317421,28.9364357,27.93359566
