Significant	"-LOG10 p-value"	l2fc	Protein IDs	Majority protein IDs	Protein names	Gene	GO biological process ID	GO biological process	GO cellular component ID	GO cellular component	KEGG pathway ID	KEGG pathway title	GO molecular function ID	GO molecular function	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	4721	4945	4715	4718	4524	4722	4716	4717
	1.43448156566359	0.243184089660645	NP_001177145	NP_001177145	diablo homolog, mitochondrial	DIABLO	GO:0006915;GO:0006919;GO:0008625;GO:0008631;GO:0008635;GO:0043065;GO:0051402;GO:0097193	activation of cysteine-type endopeptidase activity involved in apoptotic process;activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c;apoptotic process;extrinsic apoptotic signaling pathway via death domain receptors;intrinsic apoptotic signaling pathway;intrinsic apoptotic signaling pathway in response to oxidative stress;neuron apoptotic process;positive regulation of apoptotic process	GO:0005739;GO:0005758;GO:0005829;GO:0009898;GO:0035631	CD40 receptor complex;cytoplasmic side of plasma membrane;cytosol;mitochondrial intermembrane space;mitochondrion			GO:0005515	protein binding	6	6	6	36.7	36.7	36.7	26.832	0	113.12	1374400000	37	27.51683235	27.55881119	27.52522087	27.35110664	27.22958565	27.19018173	27.09597206	27.46349525
+	2.50789302891481	0.293478965759277	NP_001177146;XP_005660174;XP_020949985	NP_001177146;XP_005660174;XP_020949985	plasminogen receptor (KT);plasminogen receptor (KT) isoform X1;plasminogen receptor (KT) isoform X2	PLGRKT	GO:0006935;GO:0006954;GO:0010756	chemotaxis;inflammatory response;positive regulation of plasminogen activation	GO:0005887	integral component of plasma membrane			GO:0005515	protein binding	5	5	5	29.9	29.9	29.9	17.306	0	62.977	861430000	26	26.79699326	26.85412407	26.78081703	26.99927139	26.46212387	26.60371017	26.62631035	26.56514549
	0.324866127802551	-0.0696415901184082	NP_001177148;XP_020927613;XP_020927612	NP_001177148;XP_020927613;XP_020927612	pterin-4-alpha-carbinolamine dehydratase;pterin-4-alpha-carbinolamine dehydratase isoform X1;pterin-4-alpha-carbinolamine dehydratase isoform X1	PCBD1	GO:0006559;GO:0006729;GO:0043393;GO:0045893;GO:0055114	L-phenylalanine catabolic process;oxidation-reduction process;positive regulation of transcription, DNA-templated;regulation of protein binding;tetrahydrobiopterin biosynthetic process	GO:0005654;GO:0005829;GO:0070062	cytosol;extracellular exosome;nucleoplasm			GO:0003713;GO:0004505;GO:0005515;GO:0008124;GO:0042802	4-alpha-hydroxytetrahydrobiopterin dehydratase activity;identical protein binding;phenylalanine 4-monooxygenase activity;protein binding;transcription coactivator activity	7	7	7	64.4	64.4	64.4	11.999	0	45.173	949050000	41	27.00774193	26.72129822	26.69789886	26.81151962	26.71476364	26.90987778	26.9077034	26.98468018
	0.0477103709119293	0.0260796546936035	NP_001177150	NP_001177150	cytochrome c oxidase subunit VIa polypeptide 1	COX6A1	GO:0006091;GO:0006123;GO:0009060;GO:0050790;GO:1902600	aerobic respiration;generation of precursor metabolites and energy;hydrogen ion transmembrane transport;mitochondrial electron transport, cytochrome c to oxygen;regulation of catalytic activity	GO:0005739;GO:0005743;GO:0005751;GO:0016021	integral component of membrane;mitochondrial inner membrane;mitochondrial respiratory chain complex IV;mitochondrion	hsa00190;hsa01100;hsa04260;hsa04932;hsa05010;hsa05012;hsa05016	Alzheimer's disease;Cardiac muscle contraction;Huntington's disease;Metabolic pathways;Non-alcoholic fatty liver disease (NAFLD);Oxidative phosphorylation;Parkinson's disease	GO:0004129;GO:0030234	cytochrome-c oxidase activity;enzyme regulator activity	3	3	3	62.4	62.4	62.4	12.247	0	37.613	2353200000	46	28.14719963	27.99555588	27.92184258	28.43451881	28.51261902	27.82753754	27.9063282	28.14831352
	1.36775275140736	0.0886597633361816	NP_001177156;NP_001177155	NP_001177156;NP_001177155	NHP2-like protein 1;NHP2-like protein 1	SNU13	GO:0000398;GO:0000470;GO:0000492;GO:0006364;GO:0007338;GO:0030490	box C/D snoRNP assembly;maturation of LSU-rRNA;maturation of SSU-rRNA;mRNA splicing, via spliceosome;rRNA processing;single fertilization	GO:0001651;GO:0005634;GO:0005654;GO:0005690;GO:0005730;GO:0031428;GO:0032040;GO:0032991;GO:0046540;GO:0071005;GO:0071011	box C/D snoRNP complex;dense fibrillar component;macromolecular complex;nucleolus;nucleoplasm;nucleus;precatalytic spliceosome;small-subunit processome;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac snRNP	hsa03008;hsa03040	Ribosome biogenesis in eukaryotes;Spliceosome	GO:0003723;GO:0005515;GO:0030515;GO:0030621;GO:0030622;GO:0034511;GO:0034512;GO:0051117	ATPase binding;box C/D snoRNA binding;protein binding;RNA binding;snoRNA binding;U3 snoRNA binding;U4 snRNA binding;U4atac snRNA binding	8	8	8	53.1	53.1	53.1	14.173	0	112.36	4009200000	66	29.01921654	28.95390892	29.00420952	28.98171616	28.95196533	28.95285416	28.87654495	28.82304764
+	3.07319214943842	0.369959354400635	NP_001177159;XP_020920811;XP_020920810;XP_020920808	NP_001177159;XP_020920811;XP_020920810;XP_020920808	importin subunit alpha-4;importin subunit alpha-4 isoform X3;importin subunit alpha-4 isoform X2;importin subunit alpha-4 isoform X1	KPNA3	GO:0006607;GO:0019054;GO:0046718;GO:0065003;GO:0075732	macromolecular complex assembly;modulation by virus of host process;NLS-bearing protein import into nucleus;viral entry into host cell;viral penetration into host nucleus	GO:0005634;GO:0005654;GO:0005829;GO:0042025	cytosol;host cell nucleus;nucleoplasm;nucleus			GO:0005515;GO:0008022;GO:0008139;GO:0061608	nuclear import signal receptor activity;nuclear localization sequence binding;protein binding;protein C-terminus binding	13	9	9	41.8	30.7	30.7	57.772	0	38.528	769470000	36	26.67114639	26.75506401	26.73698997	26.60201263	26.23859596	26.23469162	26.4146595	26.39742851
	0.980331153832373	0.204302787780762	NP_001177161	NP_001177161	2,4-dienoyl-CoA reductase, mitochondrial	DECR1	GO:0006635	fatty acid beta-oxidation	GO:0005634;GO:0005654;GO:0005739;GO:0005759;GO:0005829;GO:1902494	catalytic complex;cytosol;mitochondrial matrix;mitochondrion;nucleoplasm;nucleus			GO:0008670;GO:0042802;GO:0070402	2,4-dienoyl-CoA reductase (NADPH) activity;identical protein binding;NADPH binding	18	18	18	69.2	69.2	69.2	35.43	0	179.46	5875100000	119	29.48937607	29.3880043	29.77432823	29.58794022	29.18522644	29.36990356	29.51885796	29.34844971
+	1.35287640727558	-1.48621606826782	NP_001177164	NP_001177164	E3 ubiquitin-protein ligase RING1	RING1	GO:0009952;GO:0035518;GO:0045892;GO:0048593;GO:0050790;GO:0070317	anterior/posterior pattern specification;camera-type eye morphogenesis;histone H2A monoubiquitination;negative regulation of G0 to G1 transition;negative regulation of transcription, DNA-templated;regulation of catalytic activity	GO:0000151;GO:0001739;GO:0005634;GO:0005654;GO:0005829;GO:0016607;GO:0031519;GO:0035102	cytosol;nuclear speck;nucleoplasm;nucleus;PcG protein complex;PRC1 complex;sex chromatin;ubiquitin ligase complex			GO:0003682;GO:0005515;GO:0046872;GO:0061630;GO:0097027	chromatin binding;metal ion binding;protein binding;ubiquitin protein ligase activity;ubiquitin-protein transferase activator activity	6	6	4	20.2	20.2	12.8	42.371	0	9.959	205450000	24	25.25715065	24.85906982	22.92536545	23.1930542	25.56451797	25.63101006	25.50409508	25.47988129
	1.04271475129504	-0.212541103363037	NP_001177168	NP_001177168	actin-related protein 2/3 complex subunit 2	ARPC2	GO:0010592;GO:0030041;GO:0034314;GO:0038096;GO:0048013;GO:0061024;GO:0070358;GO:1900026	actin filament polymerization;actin polymerization-dependent cell motility;Arp2/3 complex-mediated actin nucleation;ephrin receptor signaling pathway;Fc-gamma receptor signaling pathway involved in phagocytosis;membrane organization;positive regulation of lamellipodium assembly;positive regulation of substrate adhesion-dependent cell spreading	GO:0005634;GO:0005768;GO:0005829;GO:0005885;GO:0005925;GO:0015629;GO:0030027;GO:0035861;GO:0036195;GO:0043005;GO:0070062;GO:0098978	actin cytoskeleton;Arp2/3 protein complex;cytosol;endosome;extracellular exosome;focal adhesion;glutamatergic synapse;lamellipodium;muscle cell projection membrane;neuron projection;nucleus;site of double-strand break	hsa04144;hsa04666;hsa04810;hsa05100;hsa05130;hsa05131;hsa05132	Bacterial invasion of epithelial cells;Endocytosis;Fc gamma R-mediated phagocytosis;Pathogenic Escherichia coli infection;Regulation of actin cytoskeleton;Salmonella infection;Shigellosis	GO:0005200;GO:0005515;GO:0051015	actin filament binding;protein binding;structural constituent of cytoskeleton	17	17	17	61	61	61	34.32	0	81.3	5360100000	155	29.02725601	29.39130783	29.3662796	29.27275467	29.48268127	29.64500618	29.3290081	29.45106697
	0.00169233817821685	-0.000572681427001953	NP_001177219	NP_001177219	microtubule-associated proteins 1A/1B light chain 3B	MAP1LC3B	GO:0000045;GO:0000422;GO:0006914;GO:0006995;GO:0009267;GO:0016236;GO:0097352	autophagosome assembly;autophagosome maturation;autophagy;cellular response to nitrogen starvation;cellular response to starvation;macroautophagy;mitophagy	GO:0000421;GO:0005622;GO:0005739;GO:0005776;GO:0005829;GO:0005874;GO:0005930;GO:0012505;GO:0031090;GO:0031410;GO:0043231	autophagosome;autophagosome membrane;axoneme;cytoplasmic vesicle;cytosol;endomembrane system;intracellular;intracellular membrane-bounded organelle;microtubule;mitochondrion;organelle membrane			GO:0005515;GO:0008017;GO:0031625	microtubule binding;protein binding;ubiquitin protein ligase binding	3	3	2	21.6	21.6	21.6	14.704	0	5.0058	828980000	25	26.59519768	26.68083382	26.72142792	26.69763374	26.7449646	26.35947609	26.72780228	26.86514091
	0.579733828212139	0.46128511428833	XP_020941294;XP_020941293;XP_005661883;NP_001177224	XP_020941294;XP_020941293;XP_005661883;NP_001177224	WD repeat domain phosphoinositide-interacting protein 2 isoform X1;WD repeat domain phosphoinositide-interacting protein 2 isoform X1;WD repeat domain phosphoinositide-interacting protein 2 isoform X1;WD repeat domain phosphoinositide-interacting protein 2	WIPI2	GO:0000045;GO:0000422;GO:0006497;GO:0009267;GO:0016236;GO:0034497;GO:0044804;GO:0061739;GO:0097352;GO:0098792	autophagosome assembly;autophagosome maturation;cellular response to starvation;macroautophagy;mitophagy;nucleophagy;protein lipidation;protein lipidation involved in autophagosome assembly;protein localization to pre-autophagosomal structure;xenophagy	GO:0000407;GO:0005654;GO:0005776;GO:0005829;GO:0016020;GO:0019898;GO:0032991;GO:0034045	autophagosome;cytosol;extrinsic component of membrane;macromolecular complex;membrane;nucleoplasm;pre-autophagosomal structure;pre-autophagosomal structure membrane			GO:0005515;GO:0032266;GO:0080025	phosphatidylinositol-3,5-bisphosphate binding;phosphatidylinositol-3-phosphate binding;protein binding	6	6	6	41.3	41.3	41.3	33.341	0	65.921	302660000	27	25.31630898	25.47026253	25.53305626	25.40021706	24.81739807	25.55476189	23.98034477	25.52219963
	0.359691760877994	0.0336809158325195	NP_001177351	NP_001177351	superoxide dismutase	SOD1	GO:0000187;GO:0000303;GO:0001541;GO:0001819;GO:0001890;GO:0001895;GO:0001975;GO:0002262;GO:0002576;GO:0006749;GO:0006801;GO:0006879;GO:0007283;GO:0007566;GO:0007569;GO:0007605;GO:0007626;GO:0008089;GO:0008090;GO:0008217;GO:0009408;GO:0010033;GO:0019226;GO:0019430;GO:0032287;GO:0032930;GO:0033081;GO:0034465;GO:0034599;GO:0035722;GO:0035865;GO:0040014;GO:0042493;GO:0042542;GO:0042554;GO:0043065;GO:0043085;GO:0043087;GO:0043524;GO:0045471;GO:0045541;GO:0045859;GO:0046620;GO:0046688;GO:0046716;GO:0048538;GO:0048678;GO:0050665;GO:0050728;GO:0050766;GO:0051881;GO:0055114;GO:0060047;GO:0060052;GO:0060087;GO:0060088;GO:0071276;GO:0071318;GO:0072593;GO:0097332;GO:1902177	activation of MAPK activity;anterograde axonal transport;auditory receptor cell stereocilium organization;cell aging;cellular iron ion homeostasis;cellular response to ATP;cellular response to cadmium ion;cellular response to oxidative stress;cellular response to potassium ion;embryo implantation;glutathione metabolic process;heart contraction;hydrogen peroxide biosynthetic process;interleukin-12-mediated signaling pathway;locomotory behavior;muscle cell cellular homeostasis;myeloid cell homeostasis;negative regulation of cholesterol biosynthetic process;negative regulation of inflammatory response;negative regulation of neuron apoptotic process;neurofilament cytoskeleton organization;ovarian follicle development;oxidation-reduction process;peripheral nervous system myelin maintenance;placenta development;platelet degranulation;positive regulation of apoptotic process;positive regulation of catalytic activity;positive regulation of cytokine production;positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway;positive regulation of phagocytosis;positive regulation of superoxide anion generation;reactive oxygen species metabolic process;regulation of blood pressure;regulation of GTPase activity;regulation of mitochondrial membrane potential;regulation of multicellular organism growth;regulation of organ growth;regulation of protein kinase activity;regulation of T cell differentiation in thymus;relaxation of vascular smooth muscle;removal of superoxide radicals;response to amphetamine;response to antipsychotic drug;response to axon injury;response to carbon monoxide;response to copper ion;response to drug;response to ethanol;response to heat;response to hydrogen peroxide;response to organic substance;response to superoxide;retina homeostasis;retrograde axonal transport;sensory perception of sound;spermatogenesis;superoxide anion generation;superoxide metabolic process;thymus development;transmission of nerve impulse	GO:0005576;GO:0005615;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005758;GO:0005759;GO:0005764;GO:0005777;GO:0005829;GO:0005886;GO:0031045;GO:0031410;GO:0032839;GO:0032991;GO:0043025;GO:0070062;GO:1904115	axon cytoplasm;cytoplasm;cytoplasmic vesicle;cytosol;dendrite cytoplasm;dense core granule;extracellular exosome;extracellular region;extracellular space;lysosome;macromolecular complex;mitochondrial intermembrane space;mitochondrial matrix;mitochondrion;neuronal cell body;nucleoplasm;nucleus;peroxisome;plasma membrane	hsa04146;hsa05014;hsa05016;hsa05020	Amyotrophic lateral sclerosis (ALS);Huntington's disease;Peroxisome;Prion diseases	GO:0004784;GO:0005507;GO:0005515;GO:0008270;GO:0030346;GO:0042802;GO:0048365;GO:0051087	chaperone binding;copper ion binding;identical protein binding;protein binding;protein phosphatase 2B binding;Rac GTPase binding;superoxide dismutase activity;zinc ion binding	13	13	13	86.9	86.9	86.9	15.892	0	323.31	62246000000	464	32.7949028	32.76269913	32.64048004	32.72793198	32.72799301	32.74607086	32.66195297	32.65527344
	0.541971158026259	-0.288575172424316	NP_001181903;XP_020948946;XP_020948945;NP_001181901;XP_020948943	NP_001181903	protein argonaute-3	AGO3	GO:0006402;GO:0007223;GO:0010501;GO:0010628;GO:0010629;GO:0031054;GO:0035194;GO:0035196;GO:0035278;GO:0035279;GO:0035280;GO:0045652;GO:0072091;GO:0090502;GO:0090625;GO:1901224	miRNA loading onto RISC involved in gene silencing by miRNA;miRNA mediated inhibition of translation;mRNA catabolic process;mRNA cleavage involved in gene silencing by miRNA;mRNA cleavage involved in gene silencing by siRNA;negative regulation of gene expression;positive regulation of gene expression;positive regulation of NIK/NF-kappaB signaling;posttranscriptional gene silencing by RNA;pre-miRNA processing;production of miRNAs involved in gene silencing by miRNA;regulation of megakaryocyte differentiation;regulation of stem cell proliferation;RNA phosphodiester bond hydrolysis, endonucleolytic;RNA secondary structure unwinding;Wnt signaling pathway, calcium modulating pathway	GO:0000794;GO:0000932;GO:0005654;GO:0005737;GO:0005829;GO:0016020;GO:0016442;GO:0036464;GO:0070578	condensed nuclear chromosome;cytoplasm;cytoplasmic ribonucleoprotein granule;cytosol;membrane;nucleoplasm;P-body;RISC complex;RISC-loading complex			GO:0003723;GO:0003725;GO:0003727;GO:0004521;GO:0005515;GO:0035198;GO:0046872;GO:0090624	double-stranded RNA binding;endoribonuclease activity;endoribonuclease activity, cleaving miRNA-paired mRNA;metal ion binding;miRNA binding;protein binding;RNA binding;single-stranded RNA binding	13	13	2	19.9	19.9	3.6	97.353	0	57.242	750610000	65	26.24535942	26.53064919	26.19919777	26.39757538	26.74278259	25.99461937	26.66315842	27.12652206
+	2.79033762258226	0.477437019348145	NP_001182041	NP_001182041	protein disulfide-isomerase A3 precursor	PDIA3	GO:0002474;GO:0002479;GO:0006457;GO:0006508;GO:0034975;GO:0034976;GO:0045454;GO:0055114;GO:0098761;GO:2001238	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent;antigen processing and presentation of peptide antigen via MHC class I;cell redox homeostasis;cellular response to interleukin-7;oxidation-reduction process;positive regulation of extrinsic apoptotic signaling pathway;protein folding;protein folding in endoplasmic reticulum;proteolysis;response to endoplasmic reticulum stress	GO:0005615;GO:0005634;GO:0005783;GO:0005788;GO:0005925;GO:0009986;GO:0042470;GO:0042824;GO:0045335;GO:0055038;GO:0070062	cell surface;endoplasmic reticulum;endoplasmic reticulum lumen;extracellular exosome;extracellular space;focal adhesion;melanosome;MHC class I peptide loading complex;nucleus;phagocytic vesicle;recycling endosome membrane	hsa04141;hsa04612	Antigen processing and presentation;Protein processing in endoplasmic reticulum	GO:0003723;GO:0003756;GO:0004197;GO:0004629;GO:0005515;GO:0015036;GO:0015037;GO:0042802	cysteine-type endopeptidase activity;disulfide oxidoreductase activity;identical protein binding;peptide disulfide oxidoreductase activity;phospholipase C activity;protein binding;protein disulfide isomerase activity;RNA binding	39	39	39	62.8	62.8	62.8	56.858	0	323.31	144320000000	752	34.18134689	34.30341339	34.2740593	34.28313065	33.97134399	33.87445068	33.61959839	33.66680908
+	2.47821401729689	-0.332601070404053	NP_001182043	NP_001182043	dynein light chain 1, cytoplasmic	DYNLL1	GO:0000086;GO:0006888;GO:0006915;GO:0010389;GO:0016032;GO:0016236;GO:0019886;GO:0021762;GO:0035735;GO:0042326;GO:0043312;GO:0097711;GO:2000582	antigen processing and presentation of exogenous peptide antigen via MHC class II;apoptotic process;ciliary basal body docking;ER to Golgi vesicle-mediated transport;G2/M transition of mitotic cell cycle;intraciliary transport involved in cilium assembly;macroautophagy;negative regulation of phosphorylation;neutrophil degranulation;positive regulation of ATP-dependent microtubule motor activity, plus-end-directed;regulation of G2/M transition of mitotic cell cycle;substantia nigra development;viral process	GO:0000776;GO:0005634;GO:0005737;GO:0005739;GO:0005813;GO:0005829;GO:0005868;GO:0005874;GO:0005886;GO:0005929;GO:0008180;GO:0016020;GO:0030286;GO:0070821;GO:0072686;GO:0097542;GO:0101003	centrosome;ciliary tip;cilium;COP9 signalosome;cytoplasm;cytoplasmic dynein complex;cytosol;dynein complex;ficolin-1-rich granule membrane;kinetochore;membrane;microtubule;mitochondrion;mitotic spindle;nucleus;plasma membrane;tertiary granule membrane	hsa04962	Vasopressin-regulated water reabsorption	GO:0003774;GO:0005515;GO:0045505;GO:0051959	dynein intermediate chain binding;dynein light intermediate chain binding;motor activity;protein binding	6	3	3	65.2	39.3	39.3	10.366	0	233.09	1906500000	36	27.63512611	27.61034393	27.83960152	27.7980442	27.93881989	28.06481361	28.13570023	28.07418633
+	2.40393584750434	0.704796314239502	NP_001182048	NP_001182048	protein disulfide-isomerase A6 precursor	PDIA6	GO:0006457;GO:0036498;GO:0043687;GO:0044267;GO:0045454;GO:0055114	cell redox homeostasis;cellular protein metabolic process;IRE1-mediated unfolded protein response;oxidation-reduction process;post-translational protein modification;protein folding	GO:0005615;GO:0005783;GO:0005788;GO:0005789;GO:0005793;GO:0005829;GO:0005886;GO:0034663;GO:0042470;GO:0070062	cytosol;endoplasmic reticulum;endoplasmic reticulum chaperone complex;endoplasmic reticulum lumen;endoplasmic reticulum membrane;endoplasmic reticulum-Golgi intermediate compartment;extracellular exosome;extracellular space;melanosome;plasma membrane	hsa04141	Protein processing in endoplasmic reticulum	GO:0003756;GO:0005515;GO:0015037	peptide disulfide oxidoreductase activity;protein binding;protein disulfide isomerase activity	21	21	21	52.5	52.5	52.5	48.074	0	323.31	42416000000	331	32.3217926	32.67549896	32.65076447	32.73918533	32.18097687	32.01118851	31.73016167	31.64572906
	0.697665559385171	-0.141397953033447	NP_001182255	NP_001182255	phosphatidylserine lipase ABHD16A	ABHD16A	GO:0006660;GO:0052651;GO:1905344	monoacylglycerol catabolic process;phosphatidylserine catabolic process;prostaglandin catabolic process	GO:0016020;GO:0016021	integral component of membrane;membrane			GO:0004620;GO:0004622;GO:0005515;GO:0008474;GO:0047372	acylglycerol lipase activity;lysophospholipase activity;palmitoyl-(protein) hydrolase activity;phospholipase activity;protein binding	9	9	3	17.9	17.9	5.2	62.891	0	19.228	813620000	57	26.46751213	26.60625458	26.51021957	26.87020683	26.67006683	26.85436058	26.76976395	26.72559357
	0.977745696543174	0.0726585388183594	XP_005670994;XP_005670993;NP_001182259	XP_005670994;XP_005670993;NP_001182259	catechol O-methyltransferase isoform X1;catechol O-methyltransferase isoform X1;catechol O-methyltransferase	COMT	GO:0007565;GO:0007612;GO:0007614;GO:0008210;GO:0014070;GO:0016036;GO:0032259;GO:0032496;GO:0032502;GO:0035814;GO:0042135;GO:0042417;GO:0042420;GO:0042424;GO:0042493;GO:0043627;GO:0045963;GO:0048265;GO:0048609;GO:0048662;GO:0050668;GO:0051930	catecholamine catabolic process;cellular response to phosphate starvation;developmental process;dopamine catabolic process;dopamine metabolic process;estrogen metabolic process;female pregnancy;learning;methylation;multicellular organismal reproductive process;negative regulation of dopamine metabolic process;negative regulation of renal sodium excretion;negative regulation of smooth muscle cell proliferation;neurotransmitter catabolic process;positive regulation of homocysteine metabolic process;regulation of sensory perception of pain;response to drug;response to estrogen;response to lipopolysaccharide;response to organic cyclic compound;response to pain;short-term memory	GO:0005829;GO:0005886;GO:0016020;GO:0016021;GO:0030424;GO:0030425;GO:0043197;GO:0043231;GO:0044297;GO:0045211;GO:0070062	axon;cell body;cytosol;dendrite;dendritic spine;extracellular exosome;integral component of membrane;intracellular membrane-bounded organelle;membrane;plasma membrane;postsynaptic membrane	hsa00140;hsa00350;hsa01100;hsa04728	Dopaminergic synapse;Metabolic pathways;Steroid hormone biosynthesis;Tyrosine metabolism	GO:0000287;GO:0005515;GO:0008168;GO:0008171;GO:0016206;GO:0102084	catechol O-methyltransferase activity;L-dopa O-methyltransferase activity;magnesium ion binding;methyltransferase activity;O-methyltransferase activity;protein binding	16	16	16	75.6	75.6	75.6	30.043	0	210.11	4362400000	144	29.11599731	29.05367088	29.07780647	29.15528107	29.07864571	29.05948639	28.9392128	29.03477669
	0.293694904252957	-0.0763473510742188	XP_020946564;NP_001182260;XP_020946563;XP_020946562;XP_020946561;XP_020946560;XP_020946559;XP_020946558	XP_020946564;NP_001182260;XP_020946563;XP_020946562;XP_020946561;XP_020946560;XP_020946559;XP_020946558	cleavage and polyadenylation specificity factor subunit 6 isoform X4;cleavage and polyadenylation specificity factor subunit 6;cleavage and polyadenylation specificity factor subunit 6 isoform X3;cleavage and polyadenylation specificity factor subunit 6 is	CPSF6	GO:0006397;GO:0046833;GO:0051262;GO:0051290;GO:0098789;GO:1990120	messenger ribonucleoprotein complex assembly;mRNA processing;positive regulation of RNA export from nucleus;pre-mRNA cleavage required for polyadenylation;protein heterotetramerization;protein tetramerization	GO:0005634;GO:0005654;GO:0005726;GO:0005737;GO:0005847;GO:0005849;GO:0016020;GO:0016607;GO:0035061;GO:0042382;GO:1990904	cytoplasm;interchromatin granule;membrane;mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex;nuclear speck;nucleoplasm;nucleus;paraspeckles;perichromatin fibrils;ribonucleoprotein complex	hsa03015	mRNA surveillance pathway	GO:0003723;GO:0003729;GO:0005515;GO:0043023;GO:1990448	exon-exon junction complex binding;mRNA binding;protein binding;ribosomal large subunit binding;RNA binding	10	10	10	22.7	22.7	22.7	59.209	0	120.32	1251200000	64	27.27719498	27.30617332	27.30869293	27.00109863	27.19300461	27.3179493	27.51638031	27.17121506
	0.219754480761817	-0.0775141716003418	XP_020930179;NP_001182262;XP_020930178;XP_020930177;XP_020930176;XP_020930180	XP_020930179;NP_001182262;XP_020930178;XP_020930177;XP_020930176;XP_020930180	DIS3-like exonuclease 2 isoform X2;DIS3-like exonuclease 2;DIS3-like exonuclease 2 isoform X1;DIS3-like exonuclease 2 isoform X1;DIS3-like exonuclease 2 isoform X1;DIS3-like exonuclease 2 isoform X3	DIS3L2	GO:0000278;GO:0000291;GO:0006402;GO:0008285;GO:0010587;GO:0019827;GO:0034427;GO:0051301;GO:0051306;GO:0090503;GO:1990074	cell division;miRNA catabolic process;mitotic cell cycle;mitotic sister chromatid separation;mRNA catabolic process;negative regulation of cell proliferation;nuclear-transcribed mRNA catabolic process, exonucleolytic;nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5';polyuridylation-dependent mRNA catabolic process;RNA phosphodiester bond hydrolysis, exonucleolytic;stem cell population maintenance	GO:0000178;GO:0000932;GO:0005737;GO:0005844	cytoplasm;exosome (RNase complex);P-body;polysome			GO:0000175;GO:0000287;GO:0004540;GO:0005515;GO:0008266	3'-5'-exoribonuclease activity;magnesium ion binding;poly(U) RNA binding;protein binding;ribonuclease activity	15	15	15	20.3	20.3	20.3	99.188	0	25.894	665840000	71	26.34011078	26.01514435	26.26142693	26.55400085	26.44392204	26.138134	26.35194969	26.54673386
	1.11385343843534	-0.124938011169434	NP_001182263	NP_001182263	ELAV-like protein 1	ELAVL1	GO:0000398;GO:0006606;GO:0043488;GO:0045727;GO:0048255;GO:0051260;GO:0060965;GO:0070935;GO:2000036	3'-UTR-mediated mRNA stabilization;mRNA splicing, via spliceosome;mRNA stabilization;negative regulation of gene silencing by miRNA;positive regulation of translation;protein homooligomerization;protein import into nucleus;regulation of mRNA stability;regulation of stem cell population maintenance	GO:0005634;GO:0005654;GO:0005737;GO:0005783;GO:0005829;GO:0010494;GO:0016020;GO:0098794;GO:0098978;GO:1990904	cytoplasm;cytoplasmic stress granule;cytosol;endoplasmic reticulum;glutamatergic synapse;membrane;nucleoplasm;nucleus;postsynapse;ribonucleoprotein complex	hsa04152	AMPK signaling pathway	GO:0003723;GO:0003725;GO:0003729;GO:0003730;GO:0005515;GO:0017091;GO:0019901;GO:0035198;GO:0035925;GO:0042803	AU-rich element binding;double-stranded RNA binding;miRNA binding;mRNA 3'-UTR AU-rich region binding;mRNA 3'-UTR binding;mRNA binding;protein binding;protein homodimerization activity;protein kinase binding;RNA binding	15	15	14	51.5	51.5	48.8	36.134	0	250.85	7199200000	148	29.80018997	29.75692558	29.83560181	29.59830666	29.89251137	29.90583992	29.89821815	29.79420662
